834776.5377,840545.0227,46
834776.6179,840543.538,46
834776.7386,840542.0429,46
834776.8757,840540.5492,46
834777.0132,840539.0555,46
834777.1443,840537.5612,46
834777.2467,840536.0688,46
834776.9848,840534.5919,46
834776.714,840533.1165,46
834776.3983,840531.6512,46
834776.0303,840530.1978,46
834775.1459,840529.4986,46
834774.1239,840529.003,46
834773.6998,840527.5642,46
834773.3979,840526.0949,46
834773.0699,840524.6313,46
834772.7249,840523.1715,46
834772.3507,840521.719,46
834771.9425,840520.2758,46
834771.4805,840518.8498,46
834770.8756,840517.4771,46
834770.2603,840516.1092,46
834769.6159,840514.7547,46
834768.9469,840513.4122,46
834768.2689,840512.0742,46
834767.619,840510.7223,46
834766.9765,840509.3669,46
834766.3335,840508.0118,46
834765.6596,840506.6717,46
834764.9709,840505.3392,46
834764.2591,840504.0189,46
834763.5411,840502.7019,46
834763.879,840501.682,46
834764.0947,840500.645,46
834763.3293,840499.355,46
834762.5618,840498.0662,46
834761.7937,840496.7778,46
834761.3277,840495.3948,46
834760.6686,840494.1011,46
834759.7813,840492.8917,46
834758.8993,840491.6784,46
834758.0298,840490.4561,46
834777.9806,840544.1423,47
834778.0998,840542.647,47
834778.2297,840541.1527,47
834778.3698,840539.6592,47
834778.5028,840538.1652,47
834778.6375,840536.6712,47
834778.5351,840535.1876,47
834778.2686,840533.7115,47
834777.9955,840532.2366,47
834777.6477,840530.778,47
834777.2577,840529.3303,47
834776.8249,840527.8941,47
834776.4583,840526.4406,47
834776.1518,840524.9723,47
834775.8152,840523.5105,47
834775.4631,840522.0525,47
834775.0842,840520.6012,47
834774.6624,840519.1619,47
834774.1729,840517.7459,47
834773.5692,840516.3727,47
834772.9552,840515.0042,47
834772.3132,840513.6485,47
834771.6475,840512.3044,47
834770.9757,840510.9633,47
834770.3274,840509.6107,47
834769.6872,840508.2542,47
834769.0473,840506.8976,47
834768.3751,840505.5566,47
834767.691,840504.2218,47
834766.9828,840502.8995,47
834766.2645,840501.5827,47
834765.5335,840500.2732,47
834764.7699,840498.9821,47
834764.0024,840497.6933,47
834763.2349,840496.4045,47
834762.5858,840495.0793,47
834762.1421,840493.7062,47
834761.2556,840492.4962,47
834779.3651,840544.4679,48
834779.4845,840542.9726,48
834779.6096,840541.4779,48
834779.7493,840539.9844,48
834779.8861,840538.4906,48
834780.0205,840536.9967,48
834780.0364,840535.5081,48
834779.7725,840534.0316,48
834779.499,840532.5567,48
834779.1724,840531.0935,48
834778.8165,840529.6374,48
834778.3951,840528.1979,48
834777.9814,840526.7561,48
834777.6798,840525.2867,48
834777.3548,840523.8224,48
834777.0129,840522.3619,48
834776.6429,840520.9083,48
834776.248,840519.4613,48
834775.808,840518.0273,48
834775.2413,840516.6397,48
834774.6347,840515.2678,48
834774.0087,840513.9047,48
834773.3599,840512.5523,48
834772.687,840511.2117,48
834772.0303,840509.8633,48
834771.382,840508.5106,48
834770.7481,840507.1511,48
834770.0957,840505.8005,48
834769.4226,840504.46,48
834768.7292,840503.13,48
834768.0159,840501.8104,48
834767.2981,840500.4934,48
834766.5543,840499.1911,48
834765.7888,840497.9011,48
834765.0213,840496.6123,48
834764.2532,840495.3239,48
834763.784,840493.9417,48
834780.7865,840544.324,49
834780.9073,840542.8289,49
834781.0332,840541.3342,49
834781.1738,840539.8408,49
834781.3112,840538.3471,49
834781.446,840536.8532,49
834781.4555,840535.365,49
834781.1909,840533.8885,49
834780.9168,840532.4138,49
834780.5991,840530.9484,49
834780.2489,840529.4908,49
834779.8307,840528.0504,49
834779.4176,840526.6084,49
834779.1082,840525.141,49
834778.7874,840523.6758,49
834778.4468,840522.2149,49
834778.0814,840520.7602,49
834777.6935,840519.3112,49
834777.2554,840517.8766,49
834776.7177,840516.4782,49
834776.1164,840515.104,49
834775.4986,840513.7372,49
834774.8561,840512.3818,49
834774.1918,840511.037,49
834773.5271,840509.6924,49
834772.8814,840508.3385,49
834772.2448,840506.9803,49
834771.6026,840505.6248,49
834770.932,840504.2831,49
834770.2483,840502.948,49
834769.541,840501.6253,49
834768.8228,840500.3084,49
834768.097,840498.9959,49
834767.3342,840497.7043,49
834766.5668,840496.4155,49
834765.7993,840495.1267,49
834782.9561,840535.6809,50
834782.6922,840534.2043,50
834782.42,840532.7292,50
834782.1238,840531.2591,50
834781.8075,840529.7931,50
834781.4012,840528.3492,50
834780.9784,840526.9101,50
834780.6299,840525.452,50
834780.3225,840523.9838,50
834779.9851,840522.5223,50
834779.6336,840521.0641,50
834779.2557,840519.6125,50
834778.839,840518.1718,50
834778.3753,840516.7463,50
834777.7856,840515.3671,50
834777.1793,840513.9951,50
834776.5502,840512.6335,50
834775.8991,840511.2822,50
834775.2291,840509.9401,50
834774.5816,840508.5872,50
834773.9361,840507.2332,50
834773.3038,840505.873,50
834772.6487,840504.5237,50
834771.9775,840503.1823,50
834771.2844,840501.8521,50
834770.5719,840500.5321,50
834769.8534,840499.2154,50
834769.1154,840497.9098,50
834768.3508,840496.6193,50
834767.5834,840495.3305,50
834766.8159,840494.0417,50
